0.000000000E0	2.174706974E0
4.000000000E-2	2.158394740E0
8.000000000E-2	2.138636068E0
1.200000000E-1	2.105527981E0
1.600000000E-1	2.056951052E0
2.000000000E-1	1.990925947E0
2.400000000E-1	1.902533243E0
2.800000000E-1	1.806130053E0
3.200000000E-1	1.691846933E0
3.600000000E-1	1.560194746E0
4.000000000E-1	1.409429176E0
4.400000000E-1	1.237773052E0
4.800000000E-1	1.067102598E0
5.200000000E-1	8.794776919E-1
5.600000000E-1	6.547241269E-1
6.000000000E-1	4.490074300E-1
6.400000000E-1	2.089905678E-1
6.800000000E-1	4.436053576E-2
7.200000000E-1	2.080274496E-1
7.600000000E-1	3.925960651E-1
8.000000000E-1	5.597288194E-1
8.400000000E-1	7.094356214E-1
8.800000000E-1	8.411336064E-1
9.200000000E-1	9.629932971E-1
9.600000000E-1	1.051714369E0
1.000000000E0	1.147828863E0
1.040000000E0	1.231004867E0
1.080000000E0	1.282758826E0
1.120000000E0	1.328967717E0
1.160000000E0	1.352996341E0
1.200000000E0	1.360389763E0
1.240000000E0	1.356693052E0
1.280000000E0	1.332664428E0
1.320000000E0	1.301242382E0
1.360000000E0	1.255033491E0
1.400000000E0	1.171857486E0
1.440000000E0	1.088681482E0
1.480000000E0	9.962636989E-1
1.520000000E0	8.853623595E-1
1.560000000E0	7.504323966E-1
1.600000000E0	6.044122997E-1
1.640000000E0	4.473020689E-1
1.680000000E0	2.846467711E-1
1.720000000E0	1.090529837E-1
1.760000000E0	5.729902535E-2
1.800000000E0	2.698599259E-1
1.840000000E0	3.992448218E-1
1.880000000E0	5.101461612E-1
1.920000000E0	5.988672327E-1
1.960000000E0	6.820432373E-1
2.000000000E0	7.559774636E-1
2.040000000E0	8.114281333E-1
2.080000000E0	8.576370247E-1
2.120000000E0	8.761205812E-1
2.160000000E0	8.909074265E-1
2.200000000E0	8.853623595E-1
2.240000000E0	8.705755143E-1
2.280000000E0	8.391534681E-1
2.320000000E0	7.929445767E-1
2.360000000E0	7.245554174E-1
2.400000000E0	6.450761242E-1
2.440000000E0	5.655968309E-1
2.480000000E0	4.602405585E-1
2.520000000E0	3.364007295E-1
2.560000000E0	2.070158335E-1
2.600000000E0	7.208587061E-2
2.640000000E0	1.497168082E-1
2.680000000E0	2.661632146E-1
2.720000000E0	3.585809974E-1
2.760000000E0	4.325152236E-1
2.800000000E0	4.972076716E-1
2.840000000E0	5.434165630E-1
2.880000000E0	5.711418979E-1
2.920000000E0	5.803836762E-1
2.960000000E0	5.840803875E-1
3.000000000E0	5.619001196E-1
3.040000000E0	5.378714961E-1
3.080000000E0	4.879658933E-1
3.120000000E0	4.269701567E-1
3.160000000E0	3.530359304E-1
3.200000000E0	2.606181476E-1
3.240000000E0	1.682003648E-1
3.280000000E0	2.587697919E-2
3.320000000E0	9.611449414E-2
3.360000000E0	1.922289883E-1
3.400000000E0	2.698599259E-1
3.440000000E0	3.068270390E-1
3.480000000E0	3.530359304E-1
3.520000000E0	3.770645539E-1
3.560000000E0	3.900030435E-1
3.600000000E0	3.807612653E-1
3.640000000E0	3.585809974E-1
3.680000000E0	3.308556625E-1
3.720000000E0	2.846467711E-1
3.760000000E0	2.107125449E-1
3.800000000E0	1.330816073E-1
3.840000000E0	3.511875748E-2
3.880000000E0	1.109013394E-2
3.920000000E0	9.426613849E-2
3.960000000E0	1.552618752E-1
4.000000000E0	2.051674779E-1
4.040000000E0	2.291961014E-1
4.080000000E0	2.476796580E-1
4.120000000E0	2.476796580E-1
4.160000000E0	2.291961014E-1
4.200000000E0	2.051674779E-1
4.240000000E0	1.589585865E-1
4.280000000E0	9.056942717E-2
4.320000000E0	1.663520091E-2
4.360000000E0	1.109013394E-2
4.400000000E0	5.360231404E-2
4.440000000E0	9.981120546E-2
4.480000000E0	1.367783186E-1
4.520000000E0	1.497168082E-1
4.560000000E0	1.552618752E-1
4.600000000E0	1.404750299E-1
