0.000000000E0	1.865101080E0
4.000000000E-2	1.863916253E0
8.000000000E-2	1.849837613E0
1.200000000E-1	1.824685017E0
1.600000000E-1	1.786719428E0
2.000000000E-1	1.737175445E0
2.400000000E-1	1.667252054E0
2.800000000E-1	1.577416657E0
3.200000000E-1	1.473696289E0
3.600000000E-1	1.352518313E0
4.000000000E-1	1.210349913E0
4.400000000E-1	1.049211793E0
4.800000000E-1	8.875781454E-1
5.200000000E-1	7.066060252E-1
5.600000000E-1	5.076600648E-1
6.000000000E-1	3.089389002E-1
6.400000000E-1	1.486135118E-1
6.800000000E-1	2.288623037E-1
7.200000000E-1	4.078694472E-1
7.600000000E-1	5.673169127E-1
8.000000000E-1	7.068743355E-1
8.400000000E-1	8.269568460E-1
8.800000000E-1	9.271020491E-1
9.200000000E-1	1.004980144E0
9.600000000E-1	1.088336555E0
1.000000000E0	1.128460317E0
1.040000000E0	1.168610360E0
1.080000000E0	1.229265306E0
1.120000000E0	1.225975797E0
1.160000000E0	1.211144692E0
1.200000000E0	1.181233224E0
1.240000000E0	1.129486912E0
1.280000000E0	1.074103016E0
1.320000000E0	9.828265855E-1
1.360000000E0	8.908304867E-1
1.400000000E0	7.746901880E-1
1.440000000E0	6.515066835E-1
1.480000000E0	5.008634088E-1
1.520000000E0	3.419965845E-1
1.560000000E0	1.615718607E-1
1.600000000E0	2.069825922E-1
1.640000000E0	3.426605743E-1
1.680000000E0	4.639500047E-1
1.720000000E0	5.647711433E-1
1.760000000E0	6.516631399E-1
1.800000000E0	7.239399143E-1
1.840000000E0	7.794173454E-1
1.880000000E0	8.242080440E-1
1.920000000E0	8.397239261E-1
1.960000000E0	8.398560749E-1
2.000000000E0	8.230007789E-1
2.040000000E0	7.911639894E-1
2.080000000E0	7.518141835E-1
2.120000000E0	6.932098434E-1
2.160000000E0	6.151498683E-1
2.200000000E0	5.191754400E-1
2.240000000E0	4.033596222E-1
2.280000000E0	3.316237787E-1
2.320000000E0	1.927646591E-1
2.360000000E0	1.920690911E-1
2.400000000E0	2.359373470E-1
2.440000000E0	3.381298600E-1
2.480000000E0	4.653946582E-1
2.520000000E0	5.266339489E-1
2.560000000E0	5.739937591E-1
2.600000000E0	6.072070691E-1
2.640000000E0	6.234576242E-1
2.680000000E0	5.941926691E-1
2.720000000E0	6.072068794E-1
2.760000000E0	5.695901482E-1
2.800000000E0	5.220732989E-1
2.840000000E0	4.561128276E-1
2.880000000E0	3.739624393E-1
2.920000000E0	2.754725428E-1
2.960000000E0	1.644420842E-1
3.000000000E0	1.907863013E-1
3.040000000E0	2.731244997E-1
3.080000000E0	3.424754939E-1
3.120000000E0	3.998938575E-1
3.160000000E0	4.446224048E-1
3.200000000E0	4.692855477E-1
3.240000000E0	4.410771367E-1
3.280000000E0	4.699385552E-1
3.320000000E0	4.465087681E-1
3.360000000E0	4.044729599E-1
3.400000000E0	3.483645552E-1
3.440000000E0	2.742608616E-1
3.480000000E0	1.927621427E-1
3.520000000E0	1.581223776E-1
3.560000000E0	2.325589312E-1
3.600000000E0	2.931017535E-1
3.640000000E0	3.353617953E-1
