0               0  
0.000152979	0.0686
0.000299869	0.4214
0.000439218	1.029
0.000573908	1.8424
0.000701165	3.0282
0.000827118	4.4492
0.000954278	6.0564
0.001083536	7.84
0.001209584	10.241
0.001340158	12.74
0.001478477	14.798
0.00161775	16.905
0.001752221	19.6392
0.001887395	22.344
0.002024889	24.843
